date,village_id,population_density,proximity_to_river,reported_cases,turbidity_ntu,ph_level,rainfall_mm,e_coli_present
2024-04-08,Village_A,806,2.2,0,2.0920407147377498,7.4,2.83,0
2024-04-09,Village_A,806,2.2,27,8.342593393414464,7.38,3.52,1
2024-04-10,Village_A,806,2.2,1,2.0416590594904442,6.96,6.06,0
2024-04-11,Village_A,806,2.2,1,2.532894855048082,7.31,2.58,0
2024-04-12,Village_A,806,2.2,0,5.195123876932351,7.49,2.35,0
2024-04-13,Village_A,806,2.2,0,4.501249318062912,6.92,0.02,0
2024-04-14,Village_A,806,2.2,1,4.946562953512515,7.28,5.81,0
2024-04-15,Village_A,806,2.2,25,17.010574310866208,7.53,4.47,1
2024-04-16,Village_A,806,2.2,2,1.2761145485882412,6.86,2.91,0
2024-04-17,Village_A,806,2.2,2,1.3398994578282168,7.23,10.77,0
2024-04-18,Village_A,806,2.2,0,3.768187394755447,7.17,2.63,0
2024-04-19,Village_A,806,2.2,1,2.245649674726029,7.08,7.3,0
2024-04-20,Village_A,806,2.2,2,4.365628289580165,6.8,1.11,0
2024-04-21,Village_A,806,2.2,0,4.060101427954507,7.48,7.75,0
2024-04-22,Village_A,806,2.2,1,2.672936294226473,7.42,8.79,0
2024-04-23,Village_A,806,2.2,0,4.333148189613173,7.03,0.26,0
2024-04-24,Village_A,806,2.2,2,1.7664253874537945,7.47,0.03,0
2024-04-25,Village_A,806,2.2,1,3.03971041262425,6.98,2.68,0
2024-04-26,Village_A,806,2.2,0,2.5419767785269003,7.31,1.2,0
2024-04-27,Village_A,806,2.2,2,1.1148964152409448,6.84,5.25,0
2024-04-28,Village_A,806,2.2,0,4.204059029280645,7.65,6.06,0
2024-04-29,Village_A,806,2.2,0,3.9837824942176834,7.27,4.17,0
2024-04-30,Village_A,806,2.2,1,1.5992278635443653,7.47,4.95,0
2024-05-01,Village_A,806,2.2,0,5.457507728036241,7.78,0.81,0
2024-05-02,Village_A,806,2.2,1,3.723962931994317,7.53,5.44,0
2024-05-03,Village_A,806,2.2,2,0.4055438555623382,7.38,1.15,0
2024-05-04,Village_A,806,2.2,0,3.5055767941858718,7.13,14.99,0
2024-05-05,Village_A,806,2.2,0,3.5677310929781108,7.21,3.79,0
2024-05-06,Village_A,806,2.2,1,3.4831692872809223,7.45,0.14,0
2024-05-07,Village_A,806,2.2,1,4.74555794722571,7.21,5.28,0
2024-05-08,Village_A,806,2.2,2,4.585122997146516,7.1,3.9,0
2024-05-09,Village_A,806,2.2,1,1.636247915156501,7.22,0.42,0
2024-05-10,Village_A,806,2.2,2,5.801270668782575,7.52,9.67,0
2024-05-11,Village_A,806,2.2,19,15.37650815735969,7.4,1.24,1
2024-05-12,Village_A,806,2.2,0,3.7393715939184085,7.23,8.57,0
2024-05-13,Village_A,806,2.2,1,1.9113626074549441,7.15,4.47,0
2024-05-14,Village_A,806,2.2,0,2.8582306562491406,7.43,5.11,0
2024-05-15,Village_A,806,2.2,0,0.9204619171616524,6.99,4.19,0
2024-05-16,Village_A,806,2.2,1,1.0196047810708655,7.58,2.71,0
2024-05-17,Village_A,806,2.2,1,3.6621099131575563,7.42,8.3,0
2024-05-18,Village_A,806,2.2,1,1.7849219107255636,6.83,0.66,0
2024-05-19,Village_A,806,2.2,0,3.41813738298747,7.36,0.19,0
2024-05-20,Village_A,806,2.2,0,1.6651930727646589,6.96,7.92,0
2024-05-21,Village_A,806,2.2,2,3.942974359828681,7.48,3.85,0
2024-05-22,Village_A,806,2.2,1,4.365085387449837,7.71,5.93,0
2024-05-23,Village_A,806,2.2,1,3.001804296780803,6.82,0.12,0
2024-05-24,Village_A,806,2.2,1,2.923407162106575,7.16,11.88,0
2024-05-25,Village_A,806,2.2,1,3.2205585837218638,7.3,5.83,0
2024-05-26,Village_A,806,2.2,0,4.121517694911346,7.13,1.19,0
2024-05-27,Village_A,806,2.2,2,4.692199998706531,7.18,7.86,0
2024-05-28,Village_A,806,2.2,2,1.1731137052938854,7.33,3.24,0
2024-05-29,Village_A,806,2.2,1,4.752507421884865,7.14,4.74,0
2024-05-30,Village_A,806,2.2,2,3.704274451445533,7.66,0.57,0
2024-05-31,Village_A,806,2.2,0,1.200894045720105,7.27,2.53,0
2024-06-01,Village_A,806,2.2,0,4.384565871890638,7.0,0.42,0
2024-06-02,Village_A,806,2.2,1,2.879181639932749,7.57,5.27,0
2024-06-03,Village_A,806,2.2,1,2.5412400452038924,7.72,1.53,0
2024-06-04,Village_A,806,2.2,1,4.342651930735586,6.89,0.16,0
2024-06-05,Village_A,806,2.2,0,0.6714946346072159,7.73,8.57,0
2024-06-06,Village_A,806,2.2,2,1.4029914728315436,7.39,6.6,0
2024-06-07,Village_A,806,2.2,0,0.9065102596662951,7.47,6.33,0
2024-06-08,Village_A,806,2.2,2,2.6919319114459985,7.18,2.2,0
2024-06-09,Village_A,806,2.2,2,2.6679614672674927,7.77,8.6,0
2024-06-10,Village_A,806,2.2,1,4.858836613873814,7.74,5.76,0
2024-06-11,Village_A,806,2.2,1,2.5625877654135345,7.74,2.75,0
2024-06-12,Village_A,806,2.2,0,2.1890098982153177,7.39,1.3,0
2024-06-13,Village_A,806,2.2,1,4.622472023123719,7.59,5.03,0
2024-06-14,Village_A,806,2.2,2,4.374418880567165,7.0,3.58,0
2024-06-15,Village_A,806,2.2,1,2.8342438881006777,7.12,9.19,0
2024-06-16,Village_A,806,2.2,2,3.3744764017883235,7.44,4.62,0
2024-06-17,Village_A,806,2.2,2,1.1947814603888094,7.78,0.81,0
2024-06-18,Village_A,806,2.2,28,10.124479246683649,7.75,2.72,1
2024-06-19,Village_A,806,2.2,21,12.655948937606421,7.49,6.04,1
2024-06-20,Village_A,806,2.2,0,4.0800557414280965,7.74,1.27,0
2024-06-21,Village_A,806,2.2,2,0.7421202427409274,7.55,1.01,0
2024-06-22,Village_A,806,2.2,1,5.177308424014173,6.98,2.01,0
2024-06-23,Village_A,806,2.2,1,4.764242239118847,7.77,3.48,0
2024-06-24,Village_A,806,2.2,26,10.371861719292905,7.64,5.05,1
2024-06-25,Village_A,806,2.2,1,4.557720581809767,6.82,6.97,0
2024-06-26,Village_A,806,2.2,2,3.928424767127743,7.01,1.65,0
2024-06-27,Village_A,806,2.2,2,4.163658350497459,7.07,3.17,0
2024-06-28,Village_A,806,2.2,0,3.273176696232626,6.86,1.6,0
2024-06-29,Village_A,806,2.2,21,8.203840273422507,7.77,3.46,1
2024-06-30,Village_A,806,2.2,2,2.65324307922732,7.15,0.85,0
2024-07-01,Village_A,806,2.2,27,16.150362414517776,7.61,3.07,1
2024-07-02,Village_A,806,2.2,16,11.188806090554163,7.69,5.5,1
2024-07-03,Village_A,806,2.2,28,14.143368562970839,7.6,6.16,1
2024-07-04,Village_A,806,2.2,26,10.079433718050767,7.69,6.11,1
2024-07-05,Village_A,806,2.2,2,4.004016699856061,7.37,2.1,0
2024-07-06,Village_A,806,2.2,26,10.65115198509929,6.85,3.47,1
2024-07-07,Village_A,806,2.2,1,4.77436808077984,7.61,1.06,0
2024-07-08,Village_A,806,2.2,1,5.281025768892449,7.5,1.35,0
2024-07-09,Village_A,806,2.2,0,2.1166697178048968,7.34,5.52,0
2024-07-10,Village_A,806,2.2,0,2.2636822832327432,6.84,2.64,0
2024-07-11,Village_A,806,2.2,25,7.90937084913499,7.15,4.91,1
2024-07-12,Village_A,806,2.2,30,20.0598459447054,7.21,0.18,1
2024-07-13,Village_A,806,2.2,0,4.696849234372724,6.97,0.61,0
2024-07-14,Village_A,806,2.2,1,0.38677357369399157,7.55,1.5,0
2024-07-15,Village_A,806,2.2,2,4.709300014813506,7.75,1.1,0
2024-07-16,Village_A,806,2.2,1,2.227245242874843,6.88,3.32,0
2024-07-17,Village_A,806,2.2,1,2.703302731058752,7.16,6.63,0
2024-07-18,Village_A,806,2.2,0,4.401479324150447,6.99,1.04,0
2024-07-19,Village_A,806,2.2,0,3.1414349934956047,7.61,1.65,0
2024-07-20,Village_A,806,2.2,1,2.6724303397987623,7.37,0.95,0
2024-07-21,Village_A,806,2.2,27,15.491904586912254,6.93,1.52,1
2024-07-22,Village_A,806,2.2,1,1.503240099956514,7.46,7.43,0
2024-07-23,Village_A,806,2.2,1,1.368375269978708,7.16,6.55,0
2024-07-24,Village_A,806,2.2,2,2.6146288962352027,7.65,0.13,0
2024-07-25,Village_A,806,2.2,0,1.1421784974858045,7.72,10.78,0
2024-07-26,Village_A,806,2.2,2,4.504073052212721,7.1,1.63,0
2024-07-27,Village_A,806,2.2,1,1.8716244645697109,7.58,2.11,0
2024-07-28,Village_A,806,2.2,2,3.4144585020238103,7.16,15.04,0
2024-07-29,Village_A,806,2.2,1,2.587628640999023,7.31,2.48,0
2024-07-30,Village_A,806,2.2,16,10.052734310479332,7.45,2.7,1
2024-07-31,Village_A,806,2.2,0,1.813773079174969,7.41,9.86,0
2024-08-01,Village_A,806,2.2,23,18.267312881723885,6.85,3.62,1
2024-08-02,Village_A,806,2.2,0,1.0092234990663878,6.96,4.1,0
2024-08-03,Village_A,806,2.2,26,10.68974687190843,7.09,5.23,1
2024-08-04,Village_A,806,2.2,0,4.336180335815074,7.17,4.57,0
2024-08-05,Village_A,806,2.2,0,3.9356966407624885,7.76,0.8,0
2024-08-06,Village_A,806,2.2,0,2.872632447992683,6.82,3.95,0
2024-08-07,Village_A,806,2.2,2,4.711882376287887,7.03,9.61,0
2024-08-08,Village_A,806,2.2,18,13.118464701302333,6.92,2.43,1
2024-08-09,Village_A,806,2.2,1,4.588684440792573,7.79,1.48,0
2024-08-10,Village_A,806,2.2,28,16.985188273613247,7.04,3.24,1
2024-08-11,Village_A,806,2.2,0,4.963825738023426,6.94,6.77,0
2024-08-12,Village_A,806,2.2,0,4.441386371577207,7.63,1.91,0
2024-08-13,Village_A,806,2.2,0,1.8865453957176561,6.97,3.79,0
2024-08-14,Village_A,806,2.2,0,2.9562100846491615,7.29,1.02,0
2024-08-15,Village_A,806,2.2,2,2.6001606128992085,6.89,0.9,0
2024-08-16,Village_A,806,2.2,1,2.50445405115945,7.76,3.39,0
2024-08-17,Village_A,806,2.2,2,5.065538503724226,7.03,3.19,0
2024-08-18,Village_A,806,2.2,2,3.6900828603996505,7.44,0.23,0
2024-08-19,Village_A,806,2.2,1,3.157829146099988,7.4,0.61,0
2024-08-20,Village_A,806,2.2,23,14.008934560591387,7.4,1.0,1
2024-08-21,Village_A,806,2.2,19,14.97109001962484,7.59,1.5,1
2024-08-22,Village_A,806,2.2,27,11.533732075613136,7.11,5.63,1
2024-08-23,Village_A,806,2.2,1,1.2878678200239042,6.86,4.15,0
2024-08-24,Village_A,806,2.2,15,13.05027153037528,7.68,10.77,1
2024-08-25,Village_A,806,2.2,25,14.934237824910852,7.34,7.05,1
2024-08-26,Village_A,806,2.2,2,1.8116681474496263,7.08,2.73,0
2024-08-27,Village_A,806,2.2,2,1.995703103445624,6.82,2.83,0
2024-08-28,Village_A,806,2.2,1,3.7298186156801227,6.85,1.8,0
2024-08-29,Village_A,806,2.2,2,4.416858759314557,7.75,5.32,0
2024-08-30,Village_A,806,2.2,2,3.94625558541895,7.34,5.04,0
2024-08-31,Village_A,806,2.2,2,1.3379675805197742,7.22,6.8,0
2024-09-01,Village_A,806,2.2,2,3.528987371212632,6.84,5.72,0
2024-09-02,Village_A,806,2.2,1,1.4510385183067283,7.76,13.58,0
2024-09-03,Village_A,806,2.2,24,12.189656659001843,7.64,3.61,1
2024-09-04,Village_A,806,2.2,1,3.920659205720168,7.74,3.9,0
2024-09-05,Village_A,806,2.2,16,13.602963946170604,7.1,0.52,1
2024-09-06,Village_A,806,2.2,27,10.282762214975342,7.3,3.49,1
2024-09-07,Village_A,806,2.2,22,10.162440583606722,7.45,3.88,1
2024-09-08,Village_A,806,2.2,2,3.50318333842379,7.13,16.39,0
2024-09-09,Village_A,806,2.2,2,4.0127356590724,7.05,3.13,0
2024-09-10,Village_A,806,2.2,28,18.706656421480254,7.3,1.2,1
2024-09-11,Village_A,806,2.2,0,2.353406383932641,7.32,6.63,0
2024-09-12,Village_A,806,2.2,1,2.0524121435413685,7.7,2.81,0
2024-09-13,Village_A,806,2.2,1,2.193343068712516,7.6,2.84,0
2024-09-14,Village_A,806,2.2,2,0.1434937509090526,7.54,1.41,0
2024-09-15,Village_A,806,2.2,2,1.7568030996245967,7.12,0.23,0
2024-09-16,Village_A,806,2.2,1,3.1140944064146807,7.43,0.52,0
2024-09-17,Village_A,806,2.2,25,16.696829162749644,7.18,1.07,1
2024-09-18,Village_A,806,2.2,0,2.1759729619180606,7.78,0.68,0
2024-09-19,Village_A,806,2.2,18,18.668984766308665,6.85,4.75,1
2024-09-20,Village_A,806,2.2,0,2.2518423212167833,7.1,8.83,0
2024-09-21,Village_A,806,2.2,2,4.799106294517913,7.7,3.26,0
2024-09-22,Village_A,806,2.2,0,1.7930364528154228,7.7,6.32,0
2024-09-23,Village_A,806,2.2,24,9.54977514281435,6.87,3.9,1
2024-09-24,Village_A,806,2.2,1,3.315516630358357,7.54,1.61,0
2024-09-25,Village_A,806,2.2,2,3.4018657863419306,7.45,7.3,0
2024-09-26,Village_A,806,2.2,0,1.6311187392326936,7.54,5.81,0
2024-09-27,Village_A,806,2.2,0,3.8029676049329377,6.86,5.43,0
2024-09-28,Village_A,806,2.2,2,1.6845726074438474,7.44,4.86,0
2024-09-29,Village_A,806,2.2,2,3.87039279844665,7.34,3.7,0
2024-09-30,Village_A,806,2.2,2,0.7974967913227382,7.47,5.46,0
2024-10-01,Village_A,806,2.2,0,4.675275371760796,7.13,9.49,0
2024-10-02,Village_A,806,2.2,15,9.004127413856827,6.85,9.13,1
2024-10-03,Village_A,806,2.2,1,2.5793948031792713,7.22,6.24,0
2024-10-04,Village_A,806,2.2,1,4.110422985900669,7.24,0.97,0
2024-10-05,Village_A,806,2.2,0,5.050921593458998,7.41,8.54,0
2024-10-06,Village_A,806,2.2,0,2.3846183843369855,7.39,3.76,0
2024-10-07,Village_A,806,2.2,1,4.74654078147194,7.68,2.44,0
2024-10-08,Village_A,806,2.2,2,3.690697407886502,7.63,1.17,0
2024-10-09,Village_A,806,2.2,28,16.613958928963605,7.49,4.07,1
2024-10-10,Village_A,806,2.2,1,2.8202802981938246,7.51,5.87,0
2024-10-11,Village_A,806,2.2,1,3.7265423201392975,7.71,0.39,0
2024-10-12,Village_A,806,2.2,1,2.0118080962867015,6.99,0.62,0
2024-10-13,Village_A,806,2.2,0,1.821245695046855,7.59,4.35,0
2024-10-14,Village_A,806,2.2,0,2.660537406778117,7.53,6.71,0
2024-10-15,Village_A,806,2.2,1,2.8302526248534146,7.15,6.7,0
2024-10-16,Village_A,806,2.2,2,4.0937477893285115,7.04,7.66,0
2024-10-17,Village_A,806,2.2,2,1.9657236247482945,7.37,4.09,0
2024-10-18,Village_A,806,2.2,20,10.737930800635434,7.39,6.31,1
2024-10-19,Village_A,806,2.2,0,4.197422156472266,7.8,1.49,0
2024-10-20,Village_A,806,2.2,0,5.311315924140606,7.34,0.6,0
2024-10-21,Village_A,806,2.2,17,13.825604865423712,6.96,2.58,1
2024-10-22,Village_A,806,2.2,2,5.0467942882337296,6.96,0.49,0
2024-10-23,Village_A,806,2.2,1,5.048597154433527,7.07,3.61,0
2024-10-24,Village_A,806,2.2,1,4.558656073111064,7.14,0.79,0
2024-10-25,Village_A,806,2.2,1,1.0907399067830057,7.35,1.06,0
2024-10-26,Village_A,806,2.2,0,1.8574313677138365,6.87,0.6,0
2024-10-27,Village_A,806,2.2,25,11.489341714954705,7.76,10.53,1
2024-10-28,Village_A,806,2.2,29,9.78517330764245,7.52,5.16,1
2024-10-29,Village_A,806,2.2,2,3.063410766870567,7.59,4.79,0
2024-10-30,Village_A,806,2.2,1,1.2149708851448848,7.53,3.59,0
2024-10-31,Village_A,806,2.2,2,1.718525711804982,6.89,2.91,0
2024-11-01,Village_A,806,2.2,0,4.3356847399353065,7.06,4.21,0
2024-11-02,Village_A,806,2.2,0,5.003527281550326,7.32,1.05,0
2024-11-03,Village_A,806,2.2,0,1.9491421115679355,7.69,11.33,0
2024-11-04,Village_A,806,2.2,0,3.2453380316127984,7.25,3.27,0
2024-11-05,Village_A,806,2.2,0,2.6494623241419277,7.16,0.4,0
2024-11-06,Village_A,806,2.2,2,2.7469147783978345,7.07,3.31,0
2024-11-07,Village_A,806,2.2,2,2.658054337606289,6.99,5.74,0
2024-11-08,Village_A,806,2.2,0,5.77237154321808,7.55,0.66,0
2024-11-09,Village_A,806,2.2,0,2.650222066848593,7.37,2.54,0
2024-11-10,Village_A,806,2.2,0,4.441147881811101,7.47,5.57,0
2024-11-11,Village_A,806,2.2,0,4.118868805694589,7.52,3.55,0
2024-11-12,Village_A,806,2.2,0,3.6848237031181723,7.47,5.44,0
2024-11-13,Village_A,806,2.2,2,2.6417538759722157,6.95,7.61,0
2024-11-14,Village_A,806,2.2,1,0.7380510829601521,6.8,0.18,0
2024-11-15,Village_A,806,2.2,2,1.77394597938572,7.73,0.88,0
2024-11-16,Village_A,806,2.2,1,4.099192441918947,7.07,6.44,0
2024-11-17,Village_A,806,2.2,0,4.539883230012257,7.5,5.34,0
2024-11-18,Village_A,806,2.2,2,3.206954334101048,7.3,12.63,0
2024-11-19,Village_A,806,2.2,0,4.081348578372844,7.26,5.05,0
2024-11-20,Village_A,806,2.2,2,0.5519683406515947,7.55,9.16,0
2024-11-21,Village_A,806,2.2,1,1.5392052036483113,7.04,3.93,0
2024-11-22,Village_A,806,2.2,0,1.1759043461070617,7.48,3.13,0
2024-11-23,Village_A,806,2.2,1,5.178616399916681,6.88,0.83,0
2024-11-24,Village_A,806,2.2,2,2.1303670941546553,7.36,2.9,0
2024-11-25,Village_A,806,2.2,1,5.116310483543746,7.11,5.27,0
2024-11-26,Village_A,806,2.2,2,4.299189404744488,7.26,4.79,0
2024-11-27,Village_A,806,2.2,0,3.388564171883247,6.95,2.15,0
2024-11-28,Village_A,806,2.2,0,2.950683074107161,7.06,5.0,0
2024-11-29,Village_A,806,2.2,2,3.441194596615083,6.81,2.48,0
2024-11-30,Village_A,806,2.2,2,2.3874889599465026,6.82,8.7,0
2024-12-01,Village_A,806,2.2,2,2.7971582026429576,6.88,7.36,0
2024-12-02,Village_A,806,2.2,0,4.73680971539232,7.15,4.71,0
2024-12-03,Village_A,806,2.2,0,3.910064952839891,7.74,4.19,0
2024-12-04,Village_A,806,2.2,0,3.7978250832290756,7.25,7.77,0
2024-12-05,Village_A,806,2.2,2,3.1434664283368265,7.5,9.39,0
2024-12-06,Village_A,806,2.2,19,11.563532498828346,7.07,1.98,1
2024-12-07,Village_A,806,2.2,1,2.3914155684463534,7.63,2.16,0
2024-12-08,Village_A,806,2.2,28,14.629939763767545,7.42,0.5,1
2024-12-09,Village_A,806,2.2,0,3.305060207530138,7.56,7.27,0
2024-12-10,Village_A,806,2.2,1,1.0700990586228434,7.07,0.74,0
2024-12-11,Village_A,806,2.2,2,2.2610693882559034,6.95,1.15,0
2024-12-12,Village_A,806,2.2,2,3.80623809355962,7.35,4.89,0
2024-12-13,Village_A,806,2.2,2,3.548430502723024,7.06,6.1,0
2024-12-14,Village_A,806,2.2,0,4.465841836036148,7.16,4.89,0
2024-12-15,Village_A,806,2.2,1,2.064172037685362,7.06,6.2,0
2024-12-16,Village_A,806,2.2,0,2.638658414688869,7.55,4.32,0
2024-12-17,Village_A,806,2.2,25,12.98901022700044,7.54,4.68,1
2024-12-18,Village_A,806,2.2,1,4.403483610924118,7.31,5.25,0
2024-12-19,Village_A,806,2.2,1,1.1030028751103553,6.9,10.18,0
2024-12-20,Village_A,806,2.2,1,2.569928266357506,7.55,13.2,0
2024-12-21,Village_A,806,2.2,0,1.0971599044953444,6.85,0.69,0
2024-12-22,Village_A,806,2.2,0,4.527350655175541,6.84,0.92,0
2024-12-23,Village_A,806,2.2,1,2.6948989122597187,7.32,1.83,0
2024-12-24,Village_A,806,2.2,2,2.135018545452588,7.28,0.26,0
2024-12-25,Village_A,806,2.2,0,1.2719390292888741,7.38,3.81,0
2024-12-26,Village_A,806,2.2,2,2.6251488117800967,7.42,5.3,0
